AT,V,AP,RH,Y
12.41,40.96,1023.36,78.96,473.59
32.51,71.22,1005.62,47.6,433.76
24.6,49.3,1003.72,72.26,439.46
29.12,73.06,1009.98,80.21,434.9
4.61,40.27,1012.32,77.28,492.85
13.93,40.24,1017.88,88.35,469.25
33.11,69.75,1008.88,42.08,437.19
28.38,72.39,998.93,73.85,432.02
23.69,65.59,1010.85,88.92,439.66
10.58,42.34,1022.32,94.01,474.91
18.91,45.01,1012.9,59.81,456.12
12.04,43.69,1016.58,80.16,474.97
13.06,44.2,1018.95,85.68,469.02
21.87,74.87,1009.28,85.4,442.37
25.91,75.6,1018.23,62.65,443.2
18.78,54.2,1012.05,89.25,448.04
13.26,41.78,1009.77,61.69,467.78
24.97,63.86,1018.64,52.01,441.61
23.77,59.21,1011.97,80.08,440.08
22.99,60.95,1015.14,69.86,449.7
18.22,44.34,1019.35,56.78,469.27
16.47,44.89,1010.04,82.01,459.69
26.5,66.75,1018.48,61.62,431.23
11.77,40,1021.08,85.08,475.49
18.85,48.06,1012.52,67.88,451.77
14.11,45.08,1023.27,83.22,464.7
27.17,61.02,1011.38,65.32,437.06
22.49,69.84,1006.78,73.76,437.57
15.73,38.73,1002.48,76.91,466.63
28.92,72.43,1007.03,66.14,431.5
28.51,74.78,1009.84,59.06,434.43
13.42,38.91,1012.81,73.82,472.22
26.72,65.61,1014.41,52.01,442.48
26.82,69.23,1013.28,50.86,436.36
11.87,40.67,1011.43,62.92,479.18
13.65,39.28,1012.97,79.64,471.91
30.84,66.75,1017.54,40.69,432.03
8.34,40.77,1010.84,90.01,480.48
18.34,65.94,1013.27,85.42,451.29
17.89,40.12,1011.99,76.52,451.79
25.37,44.89,1009.27,63.06,442.38
16.37,39.99,1007.05,80.61,464.69
13.74,43.71,1025.45,86.62,465.24
25.78,47.93,1003.67,67.23,442.46
12.65,44.03,1007.13,85.23,466.01
14.64,39.58,1011.46,71.9,467.8
24.58,56.9,1007.08,68.24,437.16
15.56,41.04,1025.8,64.81,457.11
26.41,65.59,1010.69,73.78,441.49
18.93,48.6,1005.72,84.92,449.74
31.1,71.32,1008.09,45.87,437.54
18.97,50.59,1016.01,74.9,459.68
25.51,67.69,1004.53,80.03,433.02
23.2,73.17,1012,89.92,438.64
26.49,59.44,1012.09,57.84,441.16
21.7,60.77,1018.07,88.15,444.66
28.19,67.45,1013.97,49.76,434.77
20.03,69.45,1013.47,86.66,441.54
10.47,44.21,1017.87,85.34,476.02
24.14,62.66,1007.33,73.27,439.93
19.15,44.89,1009.6,74.52,451.09
27.75,70.4,1006.65,90.21,436.53
12.31,44.78,1011.15,77.34,468.29
14.34,42.86,1031.75,66.81,466.17
8.9,40.77,1011.67,90.26,479.18
23.02,59.21,1011.74,83.18,440.5
29.82,66.51,1010.98,43.57,439.17
12.72,39.13,1008.36,92.59,467.28
22.03,64.69,1007.21,75.75,440.92
27.99,66.91,1008.47,59.63,439.74
8.88,36.66,1026.61,76.16,480.2
13.21,40.03,1018.12,82.98,469.75
20.86,67.25,1017.45,81.45,444.5
13.96,40.83,1009.89,84.86,469.86
23.56,60.77,1017.93,76.34,443.13
11.92,40.62,1016.66,55.25,468.14
9.52,41.26,1020.55,89.73,475.44
24.42,63.07,1011.49,67.39,444.72
12.31,41.06,1021.19,74.38,475.76
29.12,66.56,1006.9,49.79,429.94
20.63,43.77,1010.71,62.34,448.25
20.79,57.32,1012.47,70.09,446.18
12.2,39.72,1018.07,54.83,471.33
26.55,73.67,1005.74,79.41,433.44
30.71,71.85,1008.07,72.05,425.16
33.4,70.8,1009.17,57.01,432.46
20.32,39.72,1001.38,57.21,456.18
7.76,39.61,1021.63,80.67,488.32
17.33,53.16,1013.16,82.93,460.67
12.25,40.75,1016.02,82.4,475.07
10.59,25.36,1009.59,100.16,470.96
31.95,67.17,1007.11,61.58,432.6
23.38,52.84,1005.27,82.98,440.28
12,41.5,1013.21,86.75,473.68
12.87,39.3,1019.26,71.55,471.48
17.79,45.01,1015.71,67.13,454.4
29.58,66.51,1015.57,32.95,435.47
11.46,39.3,1019.53,76.86,475.51
28.18,64.84,1009.22,56.04,443.65
29.56,73.88,1005.77,66.45,436.6
33.45,73.88,1006.23,44.14,435.48
7.55,43.65,1019.09,61.71,481.61
30.29,71.58,1010.01,54.03,434.27
10.95,43.8,1022.61,63.46,473.2
26.63,64.44,1012.66,61.19,442
13.52,41.44,1015.81,65.97,472.11
32.13,69.98,1013.3,55.85,431.84
28.42,73.4,1011.39,62.72,438.25
16.31,68.28,1003.98,98.62,450.33
30.96,64.44,1013.63,49.64,437.61
11.34,43.67,1011.54,87.95,472.77
23.79,59.44,1012.53,79.48,448.67
6.08,35.79,1011.08,90.59,483.08
23.78,60.27,1018.02,78.06,441.56
4.96,39.4,1003.58,92.22,486.09
24.03,58.46,1015.71,70.15,442.03
12.28,43.67,1012.69,70.23,475.08
15.15,53.82,1016.34,62.59,461.6
10.57,41.26,1008.32,97.96,472.9
6.18,41.55,1001.58,98.79,484.87
23.48,66.49,1014.41,62.61,450.05
28.15,71.94,1006.73,68.21,427.69
27.77,63.9,1013.62,51.43,441.3
28.97,78.92,1011.71,88.5,430.98
21.18,70.02,1010.27,96.46,442.51
15.01,39.52,1017.53,72,468.02
19.18,65.06,1015.99,77.06,448.26
24.88,51.43,1011.28,67.38,441.03
5.82,41.38,1021.06,86.91,492.12
29.34,74.34,998.58,81.55,430.57
7.55,39.22,1014.53,77.76,482.19
14.76,43.79,1016.17,75.72,464.14
12.15,43.71,1025.78,93.69,472.59
24.62,72.43,1007.97,84.36,436.89
19.66,59.87,1018.75,87.6,446.28
19.95,58.46,1017.45,89.46,447.1
13.86,40.66,1017.15,83.82,463.49
27.51,71.29,1009.43,76.92,430.42
20.11,50.78,1008.73,93.24,447.42
25.77,58.59,1012.51,55.84,449.65
20.35,67.71,1005.85,63.97,446.42
20.28,62.52,1017.89,75.67,452.45
19.78,44.71,1015.7,29.43,465.49
27.19,64.27,1013.06,58.13,444.54
15.92,41.2,1016.04,73.37,468.91
13.99,45,1023.83,77.92,472.55
31.11,69.05,1002.37,41.56,433.19
14.87,42.77,1017.94,75.06,462.03
18.19,44.06,1017.24,78.73,456.13
12.26,43.48,1016.41,72.95,467.83
8.73,41.26,1020.54,91.37,476.42
13.74,44.21,1023.26,84.2,466.67
30.34,75.08,1005.32,52.97,437.26
30.9,73.42,1011.21,65.32,433.44
31.63,69.59,1008.66,61.81,436.89
22.08,55.5,1018.42,58.46,455.79
11.17,39.72,1002.4,81.4,474.64
23.85,52.3,1005.9,70.95,441.99
25.6,59.15,1013.31,67.02,441.11
19.09,43.14,1012.34,45.75,463.3
8.83,36.25,1028.86,85.6,478.45
28.68,61.86,1011.78,62.67,440.57
29.2,70.79,1004.8,63.74,425.2
24.41,73.67,1007.39,86.92,435.56
20.76,59.04,1012.51,85.39,448.92
11.23,41.17,1019.36,56.85,475.85
12.65,44.34,1014.74,92.81,473.46
13.75,40.66,1016.41,93.31,461.81
12.04,40.1,1014.42,89.65,474.28
33.96,68.94,1006.93,47.39,427.06
8.07,41.17,1019.4,86.43,484.54
20.32,49.16,1007.47,91.12,443.59
13.74,45.08,1024.97,84.79,466.79
26.62,65.12,1016,43.24,441.22
20.27,63.56,1014.24,86.55,446.93
15.43,39.64,1008.58,87.99,464.05
29.45,69.13,1009.3,52.97,432.04
27.58,66.48,1004.82,51.23,435.34
26.92,78.92,1011.65,96.22,434.64
22.4,68.31,1009.52,83.5,446.91
14.49,42.86,1013.94,88.2,468.4
19.01,58.46,1017.14,90.99,446.18
27.77,63.87,1017.97,38.77,444.06
29.71,71.85,1008.81,70.86,428.49
22.17,70.47,1011.07,82.57,441.14
7.5,40.02,1031.39,82.53,476.01
16.07,65.46,1013.88,87.11,450.54
21.28,70.32,1011.55,88.05,438.7
15.79,38.28,1014.4,74.84,465.64
4.15,39.9,1008.84,96.68,491.22
26.86,71.32,1007.38,81.14,430.44
15.92,41.79,1006.24,79.42,458.68
7.64,43.79,1016.17,84.45,486.01
14.85,39.39,1013.93,76.27,468.84
25.79,75.6,1017.46,75.63,434.65
12.73,40.27,1005.68,68.77,475.61
16.96,44.9,1020.5,77.53,458.1
32.1,69.98,1013.31,55.84,431.09
20.31,45.87,1007.89,73.7,449.54
23.72,58.62,1016.32,71.17,447.13
22.84,50.05,1005.59,79.49,442.85
19.05,53.16,1013.22,82.8,455.76
21.36,45.61,1013.43,83.64,456.85
21.86,63.09,1016.64,87.94,442.79
16.52,43.7,1015.08,58.36,466.73
11.67,40.23,1017.65,82.48,475.07
31.07,73.5,1010.58,43.66,432.06
30.12,69.68,1012.89,60.64,436.34
18.31,46.21,1010.46,82.15,451.75
20.06,56.53,1020.38,75.16,455.99
14.44,40.8,1025.05,56.59,472.95
17.89,44.78,1010.03,53.78,457.74
17.35,39.39,1013.18,67.67,467.85
34.65,74.67,1016.03,26.67,427.69
16.69,53.82,1015.39,63.62,458.96
10.5,40.8,1024.06,76.05,482.85
14.86,37.85,1010.58,86.8,467.71
25.59,62.39,1006.37,74.06,435.84
5.9,45.87,1013.25,87,481.27
14.64,42.77,1017.59,79.6,464.27
19.74,45.38,1015.11,80.67,459.39
14.08,43.41,1015.59,54.15,466.99
23.61,49.16,1002.39,65.63,443.5
26.19,65.61,1014.51,54.52,443.73
29.23,77.3,1002.71,65.24,438.05
31.87,67.32,1013.65,36.69,435.47
22.98,51.95,1006.83,74.92,454.63
33.37,71.37,1003.75,45.26,432.67
11.31,42.02,1001.18,94.86,471.26
5.76,40.07,1013.22,62.99,494.67
16.02,44.9,1009.3,82.62,455.48
26.1,62.91,1012.44,60.91,446.05
30.19,66.54,1004.39,61.43,428.37
26.97,64.45,1009.43,53.96,443.75
24.11,66.51,1015.35,56.01,437.21
28.62,79.74,1008.12,65.39,436.12
22.72,64.15,1021.14,60.34,453.13
13.43,50.59,1020.38,86.3,469.33
25.72,49.82,1016.19,60.1,452.33
25.11,56.89,1013.33,67.31,441.51
16.34,41.16,1006.36,75.52,462.56
11.95,41.48,1013.44,74.83,465.41
11.67,41.93,1019.81,82.58,476.1
8.53,38.18,1017.54,76.49,480.86
18.12,50.16,1009.82,100.09,453.29
31.59,62.7,1009.3,50.16,442.58
21.54,69.48,1011.04,80.48,443.15
18.62,44.06,1017.76,64.59,452.82
27.16,47.43,1009.17,45.79,442.85
7.41,40.71,1023.07,83.32,474.25
6.67,39.33,1011.07,91.96,490.03
31.86,73.88,1005.6,57.68,435.91
13.56,41.48,1008.53,87.2,459.76
10.16,41.55,1005.69,58.04,477.27
11.16,40.05,1014.95,88.38,479.11
18.97,44.78,1007.87,47.98,463.46
27.18,59.27,1012.57,64.18,439.69
13.97,41.16,1020.88,74.88,459.84
7.32,41.22,1015.42,97.25,484.21
31.24,68.3,1015.89,42.84,435.2
10.44,37.83,1006.31,97.2,474.42
26.73,77.95,1012.31,78.35,434.76
14.56,40.89,1010.94,79.57,467.53
10.54,34.03,1018.71,74,478.77
23.56,42.67,1008.01,66.76,440.69
13.51,40.1,1014.29,86.34,470.65
10.73,25.36,1009.35,100.15,469.43
13.92,41.16,1000.98,83.89,454.15
19.74,67.71,1007.68,64.02,446.1
24.22,56.89,1013.81,70.02,440.79
9.87,42.74,1024.61,87.74,470.9
32.84,74.67,1015.89,31.81,430.88
26.94,65.61,1014.31,49.73,443.9
23.56,71.85,1009.67,74.78,439.48
27.88,70.79,1005.06,72.5,429.62
27.71,74.34,998.14,71.85,434.2
18.16,39.99,1007.73,70.54,463.69
17.62,43.69,1016.49,67.92,465.93
16.81,42.86,1013.83,77.11,464.36
10.02,52.75,1021.93,73.68,473.09
16.32,43.5,1021.3,72.6,460.07
13.34,40.8,1026.56,64.85,474.47
15.36,40.89,1007.59,86.08,464.12
31.9,69.4,1003.4,57.76,436.04
26.38,70.47,1007.36,76.91,434.02
26.82,66.51,1016.32,55.76,439.48
26.02,70.79,1004.21,79.12,428.72
15.22,50.88,1014.19,100.12,460.44
12.8,44.9,1007.58,66.6,466.95
23.85,69.45,1013.99,60.6,439.67
13.67,40.71,1016.19,66.15,467.62
20.68,42.04,1010.2,63.43,464.14
16,43.34,1013.58,78.87,461.7
22.67,64.15,1021.02,70.49,453.47
21.36,68.28,1007.6,72.37,445.91
28.29,69.13,1009.29,58.18,429.28
9.29,39.96,1026.2,97.55,473.51
12.72,40.6,1013.45,86.16,471.23
9.75,42.49,1010.57,83.63,480.35
30.57,69.71,1008.94,59.99,439.38
30.58,65.18,1011.61,37.43,437.17
8.61,41.04,1024.81,95.6,473.62
32.48,69.89,1013.98,46.39,434.13
21.2,59.39,1014.04,85.06,444.57
22.69,65.18,1012.47,80.9,441.18
19.31,44.71,1016.13,30.59,463
26.43,77.17,1008.67,92.59,431.26
16.05,65.46,1013.92,87.99,456.94
29.54,74.99,1005,69.69,432.94
21.19,74.93,1015.75,80.84,443.29
20.83,67.32,1011.76,73.11,443.17
13.87,45.08,1024.42,81.69,465.48
15.6,41.7,1019.15,84.1,461.38
23.74,62.96,1019.65,63.39,449.48
16.57,63.31,1016.19,81.02,454.78
19.24,58.33,1013.65,85.47,449.26
14.47,44.66,1016.33,93.52,464.41
17.58,39.63,1004.84,80.43,467.33
15.49,39,1016.01,71.31,462.28
15.4,40.69,1015.1,70.25,471.66
22.33,71.94,1011.06,82.85,441.85
12.38,45.51,1016.15,81.37,470.46
28.26,72.43,1006.68,72.3,426.2
25.42,73.21,1001.91,93.78,432.04
8.61,43.8,1021.9,74.35,478.25
24.26,69.71,1008.98,81.58,438.6
13.61,38.47,1015.1,54.98,466.51
18.97,44.85,1014.86,46.31,466.17
6.17,36.25,1028.68,90.59,483.77
9.39,39.66,1019.22,75.33,482.16
26.89,56.85,1012.27,43.84,436.44
12.91,40.73,1017.66,93.66,464.61
9.18,39.42,1025.41,69.46,473.78
10.02,39.96,1024.88,96.85,473.22
16.38,45.64,1020.47,89.28,462.58
21.59,66.54,1004.88,90.54,441.71
32.63,69.89,1013.85,41.66,425.72
27.52,69.68,1011.67,56.94,444.83
20.2,60.1,1010.66,84.24,451.17
26.16,67.9,1005.81,61.02,444.06
19.13,59.21,1018.32,89.66,450.81
31.85,68.3,1014.76,47.06,428.72
25.96,71.64,1003.84,86.83,432.93
8.84,42.49,1010.28,89.09,481.58
15.66,41.35,1001.68,86.26,463.57
17.19,43.14,1014.34,68.62,464.72
26.65,74.67,1015.73,77.32,435.9
23.08,61.86,1013.44,84.64,441.44
12.51,41.14,1027.36,87.86,463.79
11.35,40.66,1016.86,96.4,466.55
23.36,59.15,1013.71,86.64,442.53
23.05,62.52,1016.5,65.65,449.98
23.64,58.49,1011.4,74.2,445.75
24.03,66.54,1012.19,69.15,438.08
11.83,44.6,1018.49,89.06,469.96
4.93,35.19,1018.04,92.94,486.39
32.96,69.75,1008.86,40.23,435.56
25.52,61.25,1012.84,75.98,435.48
29,70.72,1009.51,67.72,437.55
33.41,77.95,1010.3,59.72,432.9
18.11,44.85,1014.48,48.94,458.85
19.76,58.79,1017.37,89.09,449.76
30.03,70.02,1010.07,64.2,436.88
28.12,44.89,1009.18,47.14,441.13
10.27,42.34,1022.69,92.78,474.55
26.52,71.64,1008.27,75.3,437.76
11.09,42.44,1014.18,92.81,478.37
25.81,66.51,1016.53,62.19,437.57
22.63,58.41,1013.69,90.32,445.43
14.22,45.08,1023.26,84.41,466.47
22.58,43.79,1015.66,44.18,460.3
31.35,68.67,1005.26,66.85,433.73
20.26,51.19,1008.9,93.47,448.1
10.6,41.17,1018.38,87.92,478.47
27.41,69.98,1008.51,65.49,431.64
22.73,63.73,1009.12,94.8,441.75
27.96,77.24,1007.23,78.51,433.35
12.88,43.8,1023.19,59.18,468.19
13.16,43.41,1016.43,79.47,465.6
17.18,63.09,1020.67,93.58,451.37
23.71,67.17,1007.27,90.2,440.65
13.67,41.48,1017.51,63.54,463.97
22.45,41.54,1012.69,70.89,460.07
23.87,60.27,1018.94,77.16,439.86
24.39,63.21,1012.59,80.88,446.4
23.9,61.41,1011.95,67.87,451.99
13.94,44.84,1023.69,95.3,468.06
6.06,43.65,1014.36,83.94,480.74
24.25,74.93,1013.07,69.31,445.44
23.49,73.18,1012.4,90.05,437.01
12.33,38.91,1017.24,79.84,472.49
30.27,64.05,1011.93,65.72,438.68
25.35,72.99,1007.65,84.09,436.29
23.4,72.99,1009.48,88.82,438.51
12.09,38.25,1013.61,81.28,469.29
13.97,39.16,1016.05,84.6,470.96
21.61,64.63,1020.86,69.73,451.02
25.09,65.38,1009.99,54.28,453.58
22.38,71.85,1009.56,74.91,441.47
18.5,52.08,1006.23,100.09,451.23
28.69,67.79,1011.01,66.4,439.87
22.1,58.33,1013.71,69.09,441.31
24.92,73.68,1015.12,93.68,438.23
29.12,51.43,1005.93,60.66,437.71
28.03,68.67,1005.52,58.16,438.8
17.45,42.28,1007.64,69.19,463.83
24.94,62.96,1019.76,58.44,443.48
19.37,63.09,1018.79,81.52,450.18
17.84,52.08,1006.65,100.09,450.67
9.75,35.76,1019.88,62.31,474.31
18.36,56.65,1020.29,82,456.49
34.6,64.96,1003.3,34.32,427.65
20.32,39.72,1002,51.71,458.8
12.73,37.73,1021.89,61.76,470.89
23.1,70.79,1006.53,90.81,434.58
30.24,69.88,1007.9,61.46,436.37
26.38,65.12,1016.1,47.57,441.07
12.38,40.6,1013.86,85.35,472.53
31.61,69.04,1008.11,47.96,439.19
21.25,67.71,1006.9,55.76,444.98
28.33,68.27,1008.09,50.37,432.66
16.48,41.35,1005.61,89.07,465.64
15.82,44.88,1018.59,78.88,461.9
13.19,44.88,1017.61,94.95,467.68
24.47,75.23,1012.43,75.25,441.07
17.36,44.63,1020.49,54.21,456.98
20.61,63.86,1015.43,73.86,446.34
7.73,37.8,1020.71,63.93,483.94
12.05,40.55,1016.63,100.14,472.19
21.36,58.95,1018.35,78.87,443.93
25.67,74.78,1010.24,68.87,440.48
22.93,63.13,1011.6,77.09,448.02
20.88,59.8,1015.66,75.34,453.18
13.86,41.58,1020.69,70.74,461.56
13.51,39.31,1012.18,75.19,466.46
27.59,54.2,1013.1,51.61,439.31
27.2,65.18,1011.47,47.14,436.99
19.89,68.08,1012.65,80.25,448.71
24.6,48.78,1018.1,73.71,442.23
32.09,72.86,1003.47,54.59,434.78
23.25,72.99,1009.17,89.85,438.51
21.33,63.86,1020.33,72.13,445.02
14.66,41.92,1030.81,68.88,464.57
11.35,40.73,1019.37,96.05,472.32
15,40.66,1016.28,89.62,456.63
8.42,37.49,1009.22,82.15,478.87
12.26,39.96,1011.79,79.06,470.87
25.85,67.69,1007.7,70.14,434
9.24,41.4,1030.72,87.36,476.9
6.84,39.4,1011.9,93.75,484.09
33.01,69.88,1006.71,53.25,433.5
10.94,40.81,1026.03,80.79,476.32
15.07,43.48,1015.22,57.74,459.96
27.03,65.12,1015.94,45.1,441.62
17.3,46.21,1013.56,87.57,456.77
32.31,66.44,1009.6,63.92,428.44
24.22,68.51,1013.23,74.96,440.01
13.35,39.64,1010.1,93.3,471.69
15.79,50.88,1014.58,99.9,460.19
13.98,44.58,1016.48,77.59,473.01
12.79,41.62,1010.52,81.83,466.91
21.79,60.93,1006.44,87.68,443.01
14.82,44.2,1018.98,72.8,465.73
15.37,41.96,1011.58,96.76,466.02
17.55,45.87,1008.07,80.98,454.29
10.41,36.71,1022.02,84.56,474.2
32.37,68.67,1005.45,47.98,430.35
9.08,40.46,1019.48,77.37,476.81
14.13,41.23,994.6,93.02,467.84
30.01,62.34,1005.28,62.34,435.94
15.1,41.35,1003.84,97.89,466.14
14.49,44.84,1024.09,86.55,465.72
23.77,61.87,1009.8,54.83,445.72
33.74,69.98,1012.51,43.3,425.35
20.32,44.6,1015.16,36.35,460.21
28.74,71.14,1011.53,48.6,430.12
29.45,68.24,1007.45,32.81,432.53
26.17,66.54,1002.23,75.6,433.81
25.12,71.58,1010.18,87.5,433.58
21.54,66.54,1004.99,92.87,440.8
17.85,53.16,1013.05,82.72,456.49
14.79,47.83,1007.27,92.04,463.22
26.12,63.94,1017.97,44.81,441.46
29.35,68.51,1007.63,70.67,430.22
29.9,64.79,1016.9,48.24,441.41
23.91,67.69,1008.28,66.71,439.84
26.28,73.06,1008.06,90.7,437.01
23.99,45.87,1007.63,52.62,443.66
8.89,41.54,1019.27,82.87,483.82
22.54,63.07,1011.71,81.64,442.28
22.19,48.78,1017.84,76.01,446.51
32.26,73.68,1014.75,60.9,426.48
20.65,50.59,1016.22,68.57,455.24
11.24,42.34,1021.3,95.19,469.3
21.83,63.87,1018.93,63.07,452.21
16.8,44.9,1009.14,79.78,456.42
12.45,37.92,1008.03,61.87,470.59
12.75,42.34,1018.17,94.67,465.44
18.71,39.39,1014.09,62.82,465.57
25.07,77.95,1012.87,83,438.55
3.21,38.44,1017.11,84.86,492.93
12.3,39.85,1012.59,73.38,476.42
22.46,58.49,1011.5,70.54,448.46
10.75,40.81,1015.93,79.27,474.71
19.68,51.19,1008.64,94.88,452.04
27.41,59.21,1013.3,50.93,438.39
32.37,67.83,1008.32,57.39,426.76
19.45,38.52,1017.99,62.86,451.96
9.53,40.23,1017.74,89.05,484
12.29,40.71,1019.71,83.09,469.75
17.77,44.6,1016.97,54.25,460.13
15.59,45.09,1013.41,91.97,457.54
12.08,40.24,1016.63,92.32,474.07
24.92,63.94,1017.7,44.92,441.07
28.79,70.79,1003.83,65.9,425.64
23.83,50.32,1008.41,72.23,445.17
30.44,56.24,1005.19,56.24,429.34
11.58,40.66,1017,97.13,466.42
27.33,52.84,1005.88,56.16,438.97
32.46,74.33,1012.61,37.07,427.87
25.91,58.98,1010.02,75.31,442.65
21.46,46.63,1012.97,71.29,452.1
15.71,39.3,1019.2,62.28,462.84
12.99,42.34,1018.04,96.25,465.98
11.2,42.02,999.99,96.69,472.27
12.41,41.44,1015.46,76.9,472.06
17,49.78,1005.32,100.1,453.77
14.1,41.16,1021.26,73.87,460.01
13.18,43.8,1023.18,61.21,467
13.43,43.56,1013.02,66.36,472.94
14.01,43.34,1016.95,83.41,463.81
9.33,42.49,1008.93,82.59,478.43
12.88,38.53,1010.95,87.16,466.92
15.52,36.99,1006.86,89.7,467.9
11.73,37.92,1008.24,65.13,472.04
13.18,40.03,1017.75,82.29,470.88
13.97,40.24,1018.32,88.72,467.93
17.86,45,1023.25,53.48,465.78
10.23,42.07,1017.93,91.1,475.14
23.35,59.92,1009.86,88.6,439.82
26.22,69.89,1015.46,76.63,433.61
32.4,68.14,1004.44,34.53,425.91
18.23,58.96,1015.55,69.61,459.12
26.39,49.16,1005.68,56.18,442.87
28.07,68.08,1013.13,44.67,437.65
5.71,40.77,1022.49,87.9,487.48
21.69,47.45,1007.56,77.2,447.06
10.36,37.83,1005.87,98.56,472.62
12.5,45.51,1015.8,82.82,469.69
6.5,38.5,1013.92,90.1,486.78
14.57,37.86,1022.44,68.82,463.58
13.04,45.09,1013,87.68,467.44
19.09,44.63,1019.91,39.32,461.36
23.13,72.24,1010.92,92.3,437.67
26.9,69.59,1008.9,85.08,434.1
7,36.24,1013.15,89.64,483.06
25.35,71.98,1006.83,88.44,435.72
26.76,70.98,1007.64,90.51,437.83
26.93,72.99,1007.33,78.85,433.18
22.36,51.43,1007.47,87.33,442.53
23.01,59.44,1012.82,82.62,445.72
7.25,41.14,1024.99,95.85,477.45
23.86,63.77,1014.6,82.37,440.58
25.78,59.15,1013.61,66.68,441.71
13.95,38.73,1003.87,83.94,468.21
26.96,69.45,1013.89,51.47,436.69
22.68,70.47,1010.86,82.8,441.47
15.9,41.35,1005.35,92.89,464.93
14.39,44.85,1014.19,75.16,465.88
13.92,39.39,1012.94,80.52,471.81
23.07,65.27,1013.24,58.38,443.42
25.43,60.95,1014.62,51.39,444.65
23.44,72.24,1011.28,88.03,438.34
24.3,69.23,1013.17,59.91,440.56
6.1,43.65,1018.07,75.85,485.24
10.19,44.63,1020.58,91.64,472.45
24.01,50.16,1004.22,75.32,443.03
30.58,70.04,1010.4,48.16,431.59
21.31,58.05,1012.94,88.39,446.76
29.25,69.98,1010.74,57.42,430.45
21.45,60.08,1017.92,72.7,451.49
19.72,65.94,1010.53,82.12,446.84
13.83,38.73,999.62,91.95,469.81
26.99,62.26,1011.13,71.27,436.89
26.54,66.51,1015.39,51.22,440.04
21.08,46.93,1014.49,63.33,453.87
23.16,69.94,1004.92,68.68,438.48
22.3,57.19,1006.4,75.28,445.1
27.21,64.05,1010.08,76.69,442.37
21.38,58.33,1013.05,72.75,446.8
29.77,67.07,1005.82,48.38,433.89
26.48,69.14,1009.31,84.11,435.76
25.31,61.5,1009.31,63.31,437.03
15.78,43.99,1022.19,83.7,461.07
13.23,52.72,1026.4,75.78,465.26
14.87,41.23,997.39,82.06,465.01
18.27,65.94,1013.09,84.72,450.33
16.71,46.18,1012.06,96.6,458.4
29.09,75.33,1001.61,71.06,433.29
22.27,50.05,1007.1,89.34,442.24
16.26,38.58,1016.04,76.7,462.54
9.72,39.66,1018.31,76.07,480.05
27.07,74.87,1010.09,58.97,440.47
25.04,51.95,1005.56,66.53,449.45
11.52,40.8,1024.31,73.49,479.56
13.95,41.49,1019.95,86.46,465.24
11.75,41.2,1012.7,89.86,475.35
24.46,61.9,1013.88,87.16,441.34
29.17,73.17,1009.87,60.97,432.07
20.08,54.42,1011.79,89.35,457.14
26.86,70.47,1007.18,72.38,434.59
11.48,44.58,1016.43,80.15,478.53
18.5,51.43,1010.82,92.04,459.42
24.29,62.91,1013.04,65.85,442.18
25.24,68.67,1006.76,76.95,442.29
15.6,43.71,1024.88,80.37,463.34
9.66,41.82,1033.19,73.19,477.67
28.42,75.23,1010.25,56.8,435.64
19.13,40.79,1004.47,91.7,457.83
30.05,73.68,1014.95,70.6,434.92
20.54,59.39,1014.07,84.15,445.41
32,73.17,1009.94,40.48,428.69
15.15,39.58,1011.94,73.63,466.78
11.49,39.22,1016.35,53.11,471.47
17.59,65.48,1018.96,81.34,454.51
20.84,59.8,1016.96,75.05,451.13
18.2,39.63,1005.35,79.05,468.49
14.93,42.44,1012.65,86.8,471.24
13.25,34.03,1018.94,72.1,470.46
26.31,72.39,1001.16,88.43,434.53
13.65,42.86,1015.41,87.67,471.75
22.67,68.08,1013,66.59,443.79
25.38,74.67,1016.61,81.34,435.41
16.52,42.24,1017.51,67.65,469.13
22.92,63.94,1019.28,42.69,444.22
25.97,43.21,1011.9,88.73,434.83
12.38,43.52,1022.98,100,467.55
20.36,57.5,1014.36,82.96,452.28
16.7,50.88,1015.11,97.25,456.18
10.15,43.41,1018.4,82.07,473.43
13.45,41.49,1020.19,88.72,467.3
19.38,63.56,1013.13,83.54,452.01
12.71,43.02,1012.25,62.68,475.38
19.05,55.5,1020.25,75.76,457.5
31.32,71.29,1008.37,50.07,430.46
26.76,48.41,1010.53,47.38,440.63
25.3,70.98,1007.22,95.1,440.86
14.57,25.88,1008.92,69.16,464.11
25.53,59.57,1010.65,82.04,445.59
6.97,41.26,1010.6,96.88,484.71
19.65,62.1,1019.46,77.82,449.13
19.09,42.44,1012.93,63.59,461.84
16.68,53.16,1014.32,78.02,456.29
12.12,38.28,1013.65,90.19,471.19
19.93,57.25,1010.6,89.34,455.15
31.07,64.96,1005.2,58.93,428.63
5.82,40.62,1016.79,85.04,482.67
25.95,65.61,1014.36,52.54,443.88
9.64,39.85,1012.9,83.82,478.37
25.82,72.39,1003.4,86.33,432.98
31.1,68.51,1012.99,54.3,428.68
30.95,73.06,1008.86,74.86,431.77
18.27,50.16,1011.07,95.91,451.76
21.96,59.8,1016.72,72.6,452.48
22.36,59.44,1013.1,84.74,446.75
21.12,63.91,1009.33,96.14,447.64
16.5,44.63,1020.58,64.11,458.78
22.85,59.15,1014.74,63.92,448.61
21.83,63.13,1013.4,85.82,443.41
